year,sex,age,suicides/100k pop,HDI for year,gdp_per_capita ($),generation
2002,female,55-74 years,19.91,0.793665815,4311,Silent
2002,female,35-54 years,12.77,0.793665815,4311,Boomers
2002,female,25-34 years,8.83,0.793665815,4311,Generation X
2002,female,15-24 years,4.13,0.793665815,4311,Millenials
2002,male,5-14 years,2.77,0.793665815,4311,Millenials
2002,female,5-14 years,0,0.793665815,4311,Millenials
2003,male,75+ years,96.67,0.793665815,5364,Silent
2003,male,35-54 years,67.83,0.793665815,5364,Boomers
2003,male,55-74 years,64.19,0.793665815,5364,Silent
2003,male,25-34 years,45.8,0.793665815,5364,Generation X
2003,male,15-24 years,24.81,0.793665815,5364,Millenials
2003,female,75+ years,20.66,0.793665815,5364,Silent
2003,female,55-74 years,14,0.793665815,5364,Silent
2003,female,35-54 years,10.47,0.793665815,5364,Boomers
2003,female,25-34 years,8.93,0.793665815,5364,Generation X
2003,female,15-24 years,5.26,0.793665815,5364,Millenials
2003,male,5-14 years,2.23,0.793665815,5364,Millenials
2003,female,5-14 years,0.78,0.793665815,5364,Millenials
2004,male,75+ years,75.86,0.793665815,6644,Silent
2004,male,55-74 years,70.41,0.793665815,6644,Silent
2004,male,35-54 years,64.11,0.793665815,6644,Boomers
2004,male,25-34 years,38.52,0.793665815,6644,Generation X
2004,female,75+ years,22.94,0.793665815,6644,Silent
2004,male,15-24 years,22.43,0.793665815,6644,Millenials
2004,female,55-74 years,13.07,0.793665815,6644,Silent
2004,female,25-34 years,8.4,0.793665815,6644,Generation X
2004,female,35-54 years,6.96,0.793665815,6644,Boomers
2004,female,15-24 years,4.08,0.793665815,6644,Millenials
2004,male,5-14 years,1.6,0.793665815,6644,Millenials
2004,female,5-14 years,0,0.793665815,6644,Millenials
2005,male,35-54 years,61.52,0.806,7916,Boomers
2005,male,55-74 years,59.52,0.806,7916,Silent
2005,male,25-34 years,52.48,0.806,7916,Generation X
2005,male,75+ years,49.33,0.806,7916,Silent
2005,female,75+ years,27.82,0.806,7916,Silent
2005,male,15-24 years,25.27,0.806,7916,Millenials
2005,female,55-74 years,15.23,0.806,7916,Silent
2005,female,35-54 years,9.79,0.806,7916,Boomers
2005,female,15-24 years,3.51,0.806,7916,Millenials
2005,male,5-14 years,3.42,0.806,7916,Millenials
2005,female,25-34 years,3.28,0.806,7916,Generation X
2005,female,5-14 years,0.89,0.806,7916,Millenials
2006,male,75+ years,69.6,0.793665815,10139,Silent
2006,male,35-54 years,56.62,0.793665815,10139,Boomers
2006,male,55-74 years,53.68,0.793665815,10139,Silent
2006,male,25-34 years,39.87,0.793665815,10139,Generation X
2006,male,15-24 years,27.73,0.793665815,10139,Millenials
2006,female,75+ years,19.29,0.793665815,10139,Silent
2006,female,55-74 years,9.41,0.793665815,10139,Silent
2006,female,35-54 years,6.78,0.793665815,10139,Boomers
2006,female,25-34 years,5.33,0.793665815,10139,Generation X
2006,female,15-24 years,0.59,0.793665815,10139,Millenials
2006,female,5-14 years,0,0.793665815,10139,Millenials
2006,male,5-14 years,0,0.793665815,10139,Millenials
2007,male,75+ years,93.67,0.793665815,14758,Silent
2007,male,35-54 years,48.56,0.793665815,14758,Boomers
2007,male,55-74 years,45.03,0.793665815,14758,Silent
2007,male,25-34 years,38.05,0.793665815,14758,Generation X
2007,female,75+ years,23.24,0.793665815,14758,Silent
2007,male,15-24 years,18.36,0.793665815,14758,Millenials
2007,female,55-74 years,9.47,0.793665815,14758,Silent
2007,female,35-54 years,8.08,0.793665815,14758,Boomers
2007,female,25-34 years,4.72,0.793665815,14758,Generation X
2007,female,15-24 years,3.6,0.793665815,14758,Millenials
2007,female,5-14 years,2.01,0.793665815,14758,Generation Z
2007,male,5-14 years,0.96,0.793665815,14758,Generation Z
2008,male,75+ years,80.07,0.793665815,17217,Silent
2008,male,55-74 years,62.9,0.793665815,17217,Silent
2008,male,35-54 years,54.98,0.793665815,17217,Boomers
2008,male,25-34 years,48.7,0.793665815,17217,Generation X
2008,male,15-24 years,23.15,0.793665815,17217,Millenials
2008,female,75+ years,22.9,0.793665815,17217,Silent
2008,female,55-74 years,11.31,0.793665815,17217,Silent
2008,female,35-54 years,7.85,0.793665815,17217,Boomers
2008,female,25-34 years,5.44,0.793665815,17217,Generation X
2008,female,15-24 years,4.34,0.793665815,17217,Millenials
2008,female,5-14 years,1.05,0.793665815,17217,Generation Z
2008,male,5-14 years,1,0.793665815,17217,Generation Z
2009,male,75+ years,69.77,0.793665815,12890,Silent
2009,male,55-74 years,60.94,0.793665815,12890,Silent
2009,male,35-54 years,57.79,0.793665815,12890,Boomers
2009,male,25-34 years,44.86,0.793665815,12890,Generation X
2009,male,15-24 years,23.97,0.793665815,12890,Millenials
2009,female,75+ years,21.83,0.793665815,12890,Silent
2009,female,55-74 years,10.65,0.793665815,12890,Silent
2009,female,35-54 years,10.51,0.793665815,12890,Boomers
2009,female,25-34 years,5.51,0.793665815,12890,Generation X
2009,female,15-24 years,1.97,0.793665815,12890,Millenials
2009,female,5-14 years,0,0.793665815,12890,Generation Z
2009,male,5-14 years,0,0.793665815,12890,Generation Z
2010,male,75+ years,57.25,0.811,11951,Silent
2010,male,55-74 years,56.13,0.811,11951,Silent
2010,male,35-54 years,53.92,0.811,11951,Generation X
2010,male,25-34 years,40.6,0.811,11951,Generation X
2010,male,15-24 years,23.06,0.811,11951,Millenials
2010,female,55-74 years,10.31,0.811,11951,Silent
2010,female,75+ years,8.31,0.811,11951,Silent
2010,female,35-54 years,5.52,0.811,11951,Generation X
2010,female,15-24 years,2.83,0.811,11951,Millenials
2010,female,25-34 years,1.41,0.811,11951,Generation X
2010,female,5-14 years,0,0.811,11951,Generation Z
2010,male,5-14 years,0,0.811,11951,Generation Z
2011,male,75+ years,78.18,0.812,14447,Silent
2011,male,55-74 years,52.93,0.812,14447,Boomers
2011,male,35-54 years,49.12,0.812,14447,Generation X
2011,male,25-34 years,39.21,0.812,14447,Millenials
2011,male,15-24 years,27.61,0.812,14447,Millenials
2011,female,75+ years,17.96,0.812,14447,Silent
2011,female,55-74 years,7.51,0.812,14447,Boomers
2011,female,25-34 years,6.47,0.812,14447,Millenials
2011,female,35-54 years,5.95,0.812,14447,Generation X
2011,female,15-24 years,3.81,0.812,14447,Millenials
2011,female,5-14 years,0,0.812,14447,Generation Z
2011,male,5-14 years,0,0.812,14447,Generation Z
2012,male,35-54 years,59.59,0.813,14558,Generation X
2012,male,75+ years,54.03,0.813,14558,Silent
2012,male,55-74 years,51.76,0.813,14558,Boomers
2012,male,25-34 years,34.99,0.813,14558,Millenials
2012,male,15-24 years,26.32,0.813,14558,Millenials
2012,female,75+ years,17.57,0.813,14558,Silent
2012,female,35-54 years,7.4,0.813,14558,Generation X
2012,female,55-74 years,6.47,0.813,14558,Boomers
2012,female,15-24 years,4.9,0.813,14558,Millenials
2012,female,25-34 years,3.62,0.813,14558,Millenials
2012,male,5-14 years,1.03,0.813,14558,Generation Z
2012,female,5-14 years,0,0.813,14558,Generation Z
2013,male,75+ years,64.54,0.816,15820,Silent
2013,male,55-74 years,48.84,0.816,15820,Boomers
2013,male,35-54 years,47.26,0.816,15820,Generation X
2013,male,25-34 years,36.93,0.816,15820,Millenials
2013,male,15-24 years,14.08,0.816,15820,Millenials
2013,female,75+ years,8.58,0.816,15820,Silent
2013,female,55-74 years,8.32,0.816,15820,Boomers
2013,female,35-54 years,6.52,0.816,15820,Generation X
2013,female,25-34 years,4.35,0.816,15820,Millenials
2013,female,15-24 years,1.76,0.816,15820,Millenials
2013,male,5-14 years,1.01,0.816,15820,Generation Z
2013,female,5-14 years,0,0.816,15820,Generation Z
2014,male,75+ years,58.26,0.819,16544,Silent
2014,male,55-74 years,49.09,0.819,16544,Boomers
2014,male,35-54 years,42.39,0.819,16544,Generation X
2014,male,25-34 years,31.3,0.819,16544,Millenials
2014,male,15-24 years,27.49,0.819,16544,Millenials
2014,female,75+ years,14.47,0.819,16544,Silent
2014,female,25-34 years,7.29,0.819,16544,Millenials
2014,female,55-74 years,7.27,0.819,16544,Boomers
2014,female,15-24 years,5.64,0.819,16544,Millenials
2014,female,35-54 years,5.61,0.819,16544,Generation X
2014,female,5-14 years,0,0.819,16544,Generation Z
2014,male,5-14 years,0,0.819,16544,Generation Z
2015,male,75+ years,64.34,0.793665815,14382,Silent
2015,male,55-74 years,49.31,0.793665815,14382,Boomers
2015,male,35-54 years,40.34,0.793665815,14382,Generation X
2015,male,25-34 years,33.42,0.793665815,14382,Millenials
2015,male,15-24 years,22.67,0.793665815,14382,Millenials
2015,female,75+ years,16.4,0.793665815,14382,Silent
2015,female,55-74 years,10.94,0.793665815,14382,Boomers
2015,female,35-54 years,8.59,0.793665815,14382,Generation X
2015,female,15-24 years,3,0.793665815,14382,Millenials
2015,female,25-34 years,1.47,0.793665815,14382,Millenials
2015,male,5-14 years,0.99,0.793665815,14382,Generation Z
2015,female,5-14 years,0,0.793665815,14382,Generation Z
1995,male,35-54 years,144.85,0.701,2324,Boomers
1995,male,75+ years,141.91,0.701,2324,G.I. Generation
1995,male,55-74 years,118.53,0.701,2324,Silent
1995,male,25-34 years,79.37,0.701,2324,Generation X
1995,male,15-24 years,50.8,0.701,2324,Generation X
1995,female,75+ years,33.76,0.701,2324,G.I. Generation
1995,female,55-74 years,24.7,0.701,2324,Silent
1995,female,35-54 years,23.47,0.701,2324,Boomers
1995,female,25-34 years,11.95,0.701,2324,Generation X
1995,female,15-24 years,7.79,0.701,2324,Generation X
1995,male,5-14 years,1.43,0.701,2324,Millenials
1995,female,5-14 years,0.74,0.701,2324,Millenials
1996,male,35-54 years,151.33,0.793665815,2484,Boomers
1996,male,55-74 years,121.81,0.793665815,2484,Silent
1996,male,75+ years,84.53,0.793665815,2484,G.I. Generation
1996,male,25-34 years,70.29,0.793665815,2484,Generation X
1996,male,15-24 years,57.05,0.793665815,2484,Generation X
1996,female,75+ years,35.16,0.793665815,2484,G.I. Generation
1996,female,55-74 years,28.72,0.793665815,2484,Silent
1996,female,35-54 years,26.65,0.793665815,2484,Boomers
1996,female,25-34 years,9.96,0.793665815,2484,Generation X
1996,female,15-24 years,7.95,0.793665815,2484,Generation X
1996,male,5-14 years,1.79,0.793665815,2484,Millenials
1996,female,5-14 years,0.37,0.793665815,2484,Millenials
1997,male,35-54 years,144.59,0.793665815,3008,Boomers
1997,male,55-74 years,105.76,0.793665815,3008,Silent
1997,male,25-34 years,84.84,0.793665815,3008,Generation X
1997,male,75+ years,81.43,0.793665815,3008,G.I. Generation
1997,male,15-24 years,56.96,0.793665815,3008,Generation X
1997,female,75+ years,25.55,0.793665815,3008,G.I. Generation
1997,female,55-74 years,22.77,0.793665815,3008,Silent
1997,female,35-54 years,22.46,0.793665815,3008,Boomers
1997,female,25-34 years,11.64,0.793665815,3008,Generation X
1997,female,15-24 years,6.88,0.793665815,3008,Generation X
1997,female,5-14 years,1.49,0.793665815,3008,Millenials
1997,male,5-14 years,1.07,0.793665815,3008,Millenials
1998,male,35-54 years,125.78,0.793665815,3354,Boomers
1998,male,55-74 years,123.83,0.793665815,3354,Silent
1998,male,75+ years,95.89,0.793665815,3354,G.I. Generation
1998,male,25-34 years,83.68,0.793665815,3354,Generation X
1998,male,15-24 years,44.68,0.793665815,3354,Generation X
1998,female,75+ years,34.14,0.793665815,3354,G.I. Generation
1998,female,35-54 years,22.01,0.793665815,3354,Boomers
1998,female,55-74 years,19.39,0.793665815,3354,Silent
1998,female,15-24 years,8.98,0.793665815,3354,Generation X
1998,female,25-34 years,6.88,0.793665815,3354,Generation X
1998,male,5-14 years,0.72,0.793665815,3354,Millenials
1998,female,5-14 years,0.38,0.793665815,3354,Millenials
1999,male,35-54 years,132.51,0.793665815,3292,Boomers
1999,male,55-74 years,102.44,0.793665815,3292,Silent
1999,male,75+ years,95.67,0.793665815,3292,G.I. Generation
1999,male,25-34 years,87.08,0.793665815,3292,Generation X
1999,male,15-24 years,51.31,0.793665815,3292,Generation X
1999,female,75+ years,30.43,0.793665815,3292,G.I. Generation
1999,female,55-74 years,20.54,0.793665815,3292,Silent
1999,female,35-54 years,19.82,0.793665815,3292,Boomers
1999,female,15-24 years,9.81,0.793665815,3292,Generation X
1999,female,25-34 years,8.57,0.793665815,3292,Generation X
1999,male,5-14 years,2.96,0.793665815,3292,Millenials
1999,female,5-14 years,0.39,0.793665815,3292,Millenials
2000,male,35-54 years,131.9,0.754,3481,Boomers
2000,male,55-74 years,117.37,0.754,3481,Silent
2000,male,25-34 years,88.45,0.754,3481,Generation X
2000,male,75+ years,79.12,0.754,3481,G.I. Generation
2000,male,15-24 years,51.88,0.754,3481,Generation X
2000,female,75+ years,28.89,0.754,3481,G.I. Generation
2000,female,55-74 years,24.93,0.754,3481,Silent
2000,female,35-54 years,24.49,0.754,3481,Boomers
2000,female,25-34 years,12.29,0.754,3481,Generation X
2000,female,15-24 years,10.2,0.754,3481,Generation X
2000,male,5-14 years,2.28,0.754,3481,Millenials
2000,female,5-14 years,0,0.754,3481,Millenials
2001,male,35-54 years,123.17,0.793665815,3719,Boomers
2001,male,55-74 years,116.49,0.793665815,3719,Silent
2001,male,75+ years,110.22,0.793665815,3719,Silent
2001,male,25-34 years,78.13,0.793665815,3719,Generation X
2001,male,15-24 years,46.95,0.793665815,3719,Millenials
2001,female,75+ years,31.06,0.793665815,3719,Silent
2001,female,35-54 years,22.75,0.793665815,3719,Boomers
2001,female,55-74 years,21.64,0.793665815,3719,Silent
2001,female,25-34 years,7.67,0.793665815,3719,Generation X
2001,female,15-24 years,7.32,0.793665815,3719,Millenials
2001,male,5-14 years,3.17,0.793665815,3719,Millenials
2001,female,5-14 years,0.41,0.793665815,3719,Millenials
2002,male,35-54 years,134.29,0.793665815,4360,Boomers
2002,male,55-74 years,103.28,0.793665815,4360,Silent
2002,male,75+ years,86.52,0.793665815,4360,Silent
2002,male,25-34 years,85.78,0.793665815,4360,Generation X
2002,male,15-24 years,61.17,0.793665815,4360,Millenials
2002,female,75+ years,28.72,0.793665815,4360,Silent
2002,female,55-74 years,21.3,0.793665815,4360,Silent
2002,female,35-54 years,14.85,0.793665815,4360,Boomers
2002,female,25-34 years,11.56,0.793665815,4360,Generation X
2002,female,15-24 years,6.06,0.793665815,4360,Millenials
2002,male,5-14 years,1.66,0.793665815,4360,Millenials
2002,female,5-14 years,0.43,0.793665815,4360,Millenials
2003,male,35-54 years,115.34,0.793665815,5778,Boomers
2003,male,55-74 years,105.08,0.793665815,5778,Silent
2003,male,75+ years,92.71,0.793665815,5778,Silent
2003,male,25-34 years,87.85,0.793665815,5778,Generation X
2003,male,15-24 years,47.71,0.793665815,5778,Millenials
2003,female,75+ years,25.11,0.793665815,5778,Silent
2003,female,35-54 years,22.24,0.793665815,5778,Boomers
2003,female,55-74 years,18.14,0.793665815,5778,Silent
2003,female,25-34 years,10.12,0.793665815,5778,Generation X
2003,female,15-24 years,4.44,0.793665815,5778,Millenials
2003,female,5-14 years,0.91,0.793665815,5778,Millenials
2003,male,5-14 years,0.87,0.793665815,5778,Millenials
2004,male,35-54 years,107.27,0.793665815,7028,Boomers
2004,male,55-74 years,99.31,0.793665815,7028,Silent
2004,male,25-34 years,84.69,0.793665815,7028,Generation X
2004,male,75+ years,79.98,0.793665815,7028,Silent
2004,male,15-24 years,45.27,0.793665815,7028,Millenials
2004,female,75+ years,27.33,0.793665815,7028,Silent
2004,female,35-54 years,19.74,0.793665815,7028,Boomers
2004,female,55-74 years,18.47,0.793665815,7028,Silent
2004,female,25-34 years,10.38,0.793665815,7028,Generation X
2004,female,15-24 years,7.75,0.793665815,7028,Millenials
2004,male,5-14 years,2.71,0.793665815,7028,Millenials
2004,female,5-14 years,0.47,0.793665815,7028,Millenials
2005,male,55-74 years,106.39,0.806,8229,Silent
2005,male,35-54 years,103.35,0.806,8229,Boomers
2005,male,75+ years,82.74,0.806,8229,Silent
2005,male,25-34 years,77.77,0.806,8229,Generation X
2005,male,15-24 years,40.15,0.806,8229,Millenials
2005,female,75+ years,21.94,0.806,8229,Silent
2005,female,55-74 years,21.87,0.806,8229,Silent
2005,female,35-54 years,17.07,0.806,8229,Boomers
2005,female,25-34 years,8.48,0.806,8229,Generation X
2005,female,15-24 years,4.58,0.806,8229,Millenials
2005,male,5-14 years,0.95,0.806,8229,Millenials
2005,female,5-14 years,0.5,0.806,8229,Millenials
2006,male,55-74 years,88.29,0.793665815,9667,Silent
2006,male,35-54 years,81.31,0.793665815,9667,Boomers
2006,male,75+ years,77.95,0.793665815,9667,Silent
2006,male,25-34 years,44.71,0.793665815,9667,Generation X
2006,male,15-24 years,39.67,0.793665815,9667,Millenials
2006,female,75+ years,23.19,0.793665815,9667,Silent
2006,female,55-74 years,15.11,0.793665815,9667,Silent
2006,female,35-54 years,14.33,0.793665815,9667,Boomers
2006,female,25-34 years,8.75,0.793665815,9667,Generation X
2006,female,15-24 years,4.22,0.793665815,9667,Millenials
2006,male,5-14 years,2.51,0.793665815,9667,Millenials
2006,female,5-14 years,0.53,0.793665815,9667,Millenials
2007,male,55-74 years,82.29,0.793665815,12869,Silent
2007,male,75+ years,75.5,0.793665815,12869,Silent
2007,male,35-54 years,72.86,0.793665815,12869,Boomers
2007,male,25-34 years,69.47,0.793665815,12869,Generation X
2007,male,15-24 years,41.46,0.793665815,12869,Millenials
2007,female,75+ years,24.37,0.793665815,12869,Silent
2007,female,35-54 years,12.35,0.793665815,12869,Boomers
2007,female,55-74 years,11.87,0.793665815,12869,Silent
2007,female,25-34 years,8.01,0.793665815,12869,Generation X
2007,female,15-24 years,4.23,0.793665815,12869,Millenials
2007,female,5-14 years,2.25,0.793665815,12869,Generation Z
2007,male,5-14 years,2.13,0.793665815,12869,Generation Z
2008,male,35-54 years,90.15,0.793665815,15669,Boomers
2008,male,75+ years,80.54,0.793665815,15669,Silent
2008,male,25-34 years,74.6,0.793665815,15669,Generation X
2008,male,55-74 years,71.71,0.793665815,15669,Silent
2008,male,15-24 years,47.09,0.793665815,15669,Millenials
2008,female,75+ years,21.34,0.793665815,15669,Silent
2008,female,55-74 years,15.61,0.793665815,15669,Silent
2008,female,35-54 years,13.44,0.793665815,15669,Boomers
2008,female,15-24 years,7.26,0.793665815,15669,Millenials
2008,female,25-34 years,7.18,0.793665815,15669,Generation X
2008,male,5-14 years,1.13,0.793665815,15669,Generation Z
2008,female,5-14 years,0,0.793665815,15669,Generation Z
2009,male,35-54 years,97.21,0.793665815,12412,Boomers
2009,male,55-74 years,90.7,0.793665815,12412,Silent
2009,male,75+ years,80.18,0.793665815,12412,Silent
2009,male,25-34 years,56.38,0.793665815,12412,Generation X
2009,male,15-24 years,45.99,0.793665815,12412,Millenials
2009,female,75+ years,23.22,0.793665815,12412,Silent
2009,female,35-54 years,13.53,0.793665815,12412,Boomers
2009,female,55-74 years,12.57,0.793665815,12412,Silent
2009,female,25-34 years,7.29,0.793665815,12412,Generation X
2009,female,15-24 years,6.98,0.793665815,12412,Millenials
2009,male,5-14 years,1.77,0.793665815,12412,Generation Z
2009,female,5-14 years,1.25,0.793665815,12412,Generation Z
2010,male,55-74 years,83.3,0.827,12584,Silent
2010,male,35-54 years,82.95,0.827,12584,Generation X
2010,male,75+ years,67.61,0.827,12584,Silent
2010,male,25-34 years,55.55,0.827,12584,Generation X
2010,male,15-24 years,40.82,0.827,12584,Millenials
2010,female,75+ years,23.35,0.827,12584,Silent
2010,female,35-54 years,15.27,0.827,12584,Generation X
2010,female,55-74 years,13.14,0.827,12584,Silent
2010,female,15-24 years,6.39,0.827,12584,Millenials
2010,female,25-34 years,5.59,0.827,12584,Generation X
2010,female,5-14 years,0.65,0.827,12584,Generation Z
2010,male,5-14 years,0.62,0.827,12584,Generation Z
2011,male,35-54 years,83.02,0.831,15097,Generation X
2011,male,55-74 years,81.18,0.831,15097,Boomers
2011,male,75+ years,75.34,0.831,15097,Silent
2011,male,25-34 years,65.28,0.831,15097,Millenials
2011,male,15-24 years,33.98,0.831,15097,Millenials
2011,female,75+ years,21.17,0.831,15097,Silent
2011,female,55-74 years,17.95,0.831,15097,Boomers
2011,female,35-54 years,14.55,0.831,15097,Generation X
2011,female,25-34 years,9.08,0.831,15097,Millenials
2011,female,15-24 years,4.81,0.831,15097,Millenials
2011,female,5-14 years,0.68,0.831,15097,Generation Z
2011,male,5-14 years,0.65,0.831,15097,Generation Z
2012,male,35-54 years,77.7,0.833,15099,Generation X
2012,male,55-74 years,74.09,0.833,15099,Boomers
2012,male,75+ years,69.66,0.833,15099,Silent
2012,male,25-34 years,62.3,0.833,15099,Millenials
2012,male,15-24 years,30.48,0.833,15099,Millenials
2012,female,75+ years,20.16,0.833,15099,Silent
2012,female,35-54 years,16.38,0.833,15099,Generation X
2012,female,55-74 years,11.89,0.833,15099,Boomers
2012,female,25-34 years,5.44,0.833,15099,Millenials
2012,female,15-24 years,4.01,0.833,15099,Millenials
2012,male,5-14 years,2.01,0.833,15099,Generation Z
2012,female,5-14 years,0,0.833,15099,Generation Z
2013,male,35-54 years,94.28,0.837,16538,Generation X
2013,male,55-74 years,83.89,0.837,16538,Boomers
2013,male,75+ years,81.28,0.837,16538,Silent
2013,male,25-34 years,64.36,0.837,16538,Millenials
2013,male,15-24 years,47.14,0.837,16538,Millenials
2013,female,75+ years,21.42,0.837,16538,Silent
2013,female,35-54 years,16.96,0.837,16538,Generation X
2013,female,25-34 years,12.06,0.837,16538,Millenials
2013,female,55-74 years,10.79,0.837,16538,Boomers
2013,female,15-24 years,8.82,0.837,16538,Millenials
2013,female,5-14 years,2.18,0.837,16538,Generation Z
2013,male,5-14 years,1.38,0.837,16538,Generation Z
2014,male,75+ years,91.41,0.839,17442,Silent
2014,male,35-54 years,77.88,0.839,17442,Generation X
2014,male,55-74 years,75.66,0.839,17442,Boomers
2014,male,25-34 years,49.66,0.839,17442,Millenials
2014,male,15-24 years,44.56,0.839,17442,Millenials
2014,female,75+ years,23.75,0.839,17442,Silent
2014,female,55-74 years,12.27,0.839,17442,Boomers
2014,female,35-54 years,9.97,0.839,17442,Generation X
2014,female,15-24 years,6.44,0.839,17442,Millenials
2014,female,25-34 years,6.04,0.839,17442,Millenials
2014,female,5-14 years,2.22,0.839,17442,Generation Z
2014,male,5-14 years,1.41,0.839,17442,Generation Z
2015,male,75+ years,84.09,0.793665815,15073,Silent
2015,male,55-74 years,78.9,0.793665815,15073,Boomers
2015,male,35-54 years,71.01,0.793665815,15073,Generation X
2015,male,25-34 years,52.94,0.793665815,15073,Millenials
2015,male,15-24 years,34.94,0.793665815,15073,Millenials
2015,female,75+ years,19.86,0.793665815,15073,Silent
2015,female,55-74 years,14.22,0.793665815,15073,Boomers
2015,female,35-54 years,10.96,0.793665815,15073,Generation X
2015,female,25-34 years,9.29,0.793665815,15073,Millenials
2015,female,15-24 years,5.59,0.793665815,15073,Millenials
2015,female,5-14 years,2.25,0.793665815,15073,Generation Z
2015,male,5-14 years,1.43,0.793665815,15073,Generation Z
2016,male,75+ years,96.98,0.793665815,15742,Silent
2016,male,55-74 years,76.32,0.793665815,15742,Boomers
2016,male,35-54 years,70.62,0.793665815,15742,Generation X
2016,male,25-34 years,50.17,0.793665815,15742,Millenials
2016,male,15-24 years,23.05,0.793665815,15742,Millenials
2016,female,75+ years,15.03,0.793665815,15742,Silent
2016,female,55-74 years,11.53,0.793665815,15742,Boomers
2016,female,35-54 years,10.09,0.793665815,15742,Generation X
2016,female,25-34 years,4.38,0.793665815,15742,Millenials
2016,female,15-24 years,3.55,0.793665815,15742,Millenials
1985,male,75+ years,86.96,0.752,13743,G.I. Generation
1985,male,55-74 years,46.36,0.752,13743,G.I. Generation
1985,female,75+ years,29.63,0.752,13743,G.I. Generation
1985,male,35-54 years,23.9,0.752,13743,Silent
1985,female,25-34 years,20.13,0.752,13743,Boomers
1985,female,35-54 years,10.44,0.752,13743,Silent
1985,male,25-34 years,10.03,0.752,13743,Boomers
1985,male,5-14 years,9.22,0.752,13743,Generation X
1985,male,15-24 years,7.12,0.752,13743,Generation X
1985,female,15-24 years,3.6,0.752,13743,Generation X
1985,female,5-14 years,0,0.752,13743,Generation X
1985,female,55-74 years,0,0.752,13743,G.I. Generation
1986,male,75+ years,42.25,0.793665815,20004,G.I. Generation
1986,male,55-74 years,42.21,0.793665815,20004,G.I. Generation
1986,male,25-34 years,23.18,0.793665815,20004,Boomers
1986,male,35-54 years,21.87,0.793665815,20004,Silent
1986,female,55-74 years,18.13,0.793665815,20004,G.I. Generation
1986,female,25-34 years,13.25,0.793665815,20004,Boomers
1986,male,15-24 years,10.79,0.793665815,20004,Generation X
1986,female,75+ years,7.19,0.793665815,20004,G.I. Generation
1986,female,35-54 years,4.18,0.793665815,20004,Silent
1986,female,15-24 years,0,0.793665815,20004,Generation X
1986,female,5-14 years,0,0.793665815,20004,Generation X
1986,male,5-14 years,0,0.793665815,20004,Generation X
1987,male,75+ years,41.67,0.793665815,24654,G.I. Generation
1987,male,35-54 years,37.25,0.793665815,24654,Silent
1987,male,25-34 years,32.15,0.793665815,24654,Boomers
1987,female,55-74 years,30.77,0.793665815,24654,G.I. Generation
1987,male,55-74 years,28.57,0.793665815,24654,G.I. Generation
1987,female,75+ years,20.83,0.793665815,24654,G.I. Generation
1987,female,35-54 years,16.46,0.793665815,24654,Silent
1987,male,15-24 years,14.6,0.793665815,24654,Generation X
1987,female,15-24 years,11.32,0.793665815,24654,Generation X
1987,female,25-34 years,9.62,0.793665815,24654,Boomers
1987,female,5-14 years,0,0.793665815,24654,Generation X
1987,male,5-14 years,0,0.793665815,24654,Generation X
1988,male,25-34 years,47.32,0.793665815,27676,Boomers
1988,male,55-74 years,44.16,0.793665815,27676,G.I. Generation
1988,male,35-54 years,34.68,0.793665815,27676,Silent
1988,male,75+ years,27.4,0.793665815,27676,G.I. Generation
1988,female,55-74 years,20.51,0.793665815,27676,G.I. Generation
1988,male,15-24 years,11.11,0.793665815,27676,Generation X
1988,female,35-54 years,10.12,0.793665815,27676,Silent
1988,female,25-34 years,9.49,0.793665815,27676,Boomers
1988,female,75+ years,6.71,0.793665815,27676,G.I. Generation
1988,female,15-24 years,0,0.793665815,27676,Generation X
1988,female,5-14 years,0,0.793665815,27676,Generation X
1988,male,5-14 years,0,0.793665815,27676,Generation X
1989,male,75+ years,65.79,0.793665815,29239,G.I. Generation
1989,male,55-74 years,40.63,0.793665815,29239,G.I. Generation
1989,male,35-54 years,37.81,0.793665815,29239,Silent
1989,male,25-34 years,27.69,0.793665815,29239,Boomers
1989,male,15-24 years,22.81,0.793665815,29239,Generation X
1989,female,75+ years,19.61,0.793665815,29239,G.I. Generation
1989,female,35-54 years,13.94,0.793665815,29239,Silent
1989,female,55-74 years,10.23,0.793665815,29239,G.I. Generation
1989,female,25-34 years,9.4,0.793665815,29239,Boomers
1989,female,5-14 years,4.83,0.793665815,29239,Generation X
1989,male,5-14 years,4.61,0.793665815,29239,Generation X
1989,female,15-24 years,3.97,0.793665815,29239,Generation X
1990,male,75+ years,51.95,0.779,36871,G.I. Generation
1990,male,55-74 years,37.04,0.779,36871,G.I. Generation
1990,male,35-54 years,29.74,0.779,36871,Silent
1990,male,25-34 years,27.11,0.779,36871,Boomers
1990,female,75+ years,25.81,0.779,36871,G.I. Generation
1990,male,15-24 years,23.17,0.779,36871,Generation X
1990,female,35-54 years,19.57,0.779,36871,Silent
1990,female,55-74 years,12.76,0.779,36871,G.I. Generation
1990,female,25-34 years,6.19,0.779,36871,Boomers
1990,female,15-24 years,0,0.779,36871,Generation X
1990,female,5-14 years,0,0.779,36871,Generation X
1990,male,5-14 years,0,0.779,36871,Generation X
1991,male,75+ years,103.9,0.793665815,39465,G.I. Generation
1991,male,55-74 years,48.63,0.793665815,39465,Silent
1991,male,35-54 years,30.91,0.793665815,39465,Boomers
