suicides/100k pop,Status,Life expectancy,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles,BMI,under-five deaths,Polio,Total expenditure,Diphtheria,HIV/AIDS,GDP,thinness 5-9 years,Income composition of resources,Schooling,HDI for year,gdp_per_capita ($)
10.27,developed,83.0,62,0,7.91,278.0687051,75,0,67.6,0,76,8.3,76,0.1,2187.79469,0.7,0.819,14.6,0.500028929,0.233400942
9.54,developed,83.0,62,0,7.91,278.0687051,75,0,67.6,0,76,8.3,76,0.1,2187.79469,0.7,0.819,14.6,0.500028929,0.233400942
8.56,developed,83.0,62,0,7.91,278.0687051,75,0,67.6,0,76,8.3,76,0.1,2187.79469,0.7,0.819,14.6,0.500028929,0.233400942
4.03,developed,83.0,62,0,7.91,278.0687051,75,0,67.6,0,76,8.3,76,0.1,2187.79469,0.7,0.819,14.6,0.500028929,0.233400942
0.0,developed,83.0,62,0,7.91,278.0687051,75,0,67.6,0,76,8.3,76,0.1,2187.79469,0.7,0.819,14.6,0.500028929,0.233400942
0.0,developed,83.0,62,0,7.91,278.0687051,75,0,67.6,0,76,8.3,76,0.1,2187.79469,0.7,0.819,14.6,0.500028929,0.233400942
0.0,developed,83.0,62,0,7.91,278.0687051,75,0,67.6,0,76,8.3,76,0.1,2187.79469,0.7,0.819,14.6,0.500028929,0.233400942
0.0,developed,83.0,62,0,7.91,278.0687051,75,0,67.6,0,76,8.3,76,0.1,2187.79469,0.7,0.819,14.6,0.500028929,0.233400942
0.0,developed,83.0,62,0,7.91,278.0687051,75,0,67.6,0,76,8.3,76,0.1,2187.79469,0.7,0.819,14.6,0.500028929,0.233400942
0.0,developed,83.0,62,0,7.91,278.0687051,75,0,67.6,0,76,8.3,76,0.1,2187.79469,0.7,0.819,14.6,0.500028929,0.233400942
28.57,developed,82.0,63,0,7.38,335.5180568,86,1,67.1,0,73,8.33,73,0.1,2675.58259,0.7,0.815,14.4,1.83e-15,0.210949876
20.33,developed,82.0,63,0,7.38,335.5180568,86,1,67.1,0,73,8.33,73,0.1,2675.58259,0.7,0.815,14.4,1.83e-15,0.210949876
19.84,developed,82.0,63,0,7.38,335.5180568,86,1,67.1,0,73,8.33,73,0.1,2675.58259,0.7,0.815,14.4,1.83e-15,0.210949876
17.72,developed,82.0,63,0,7.38,335.5180568,86,1,67.1,0,73,8.33,73,0.1,2675.58259,0.7,0.815,14.4,1.83e-15,0.210949876
10.18,developed,82.0,63,0,7.38,335.5180568,86,1,67.1,0,73,8.33,73,0.1,2675.58259,0.7,0.815,14.4,1.83e-15,0.210949876
6.86,developed,82.0,63,0,7.38,335.5180568,86,1,67.1,0,73,8.33,73,0.1,2675.58259,0.7,0.815,14.4,1.83e-15,0.210949876
3.62,developed,82.0,63,0,7.38,335.5180568,86,1,67.1,0,73,8.33,73,0.1,2675.58259,0.7,0.815,14.4,1.83e-15,0.210949876
0.0,developed,82.0,63,0,7.38,335.5180568,86,1,67.1,0,73,8.33,73,0.1,2675.58259,0.7,0.815,14.4,1.83e-15,0.210949876
0.0,developed,82.0,63,0,7.38,335.5180568,86,1,67.1,0,73,8.33,73,0.1,2675.58259,0.7,0.815,14.4,1.83e-15,0.210949876
0.0,developed,82.0,63,0,7.38,335.5180568,86,1,67.1,0,73,8.33,73,0.1,2675.58259,0.7,0.815,14.4,1.83e-15,0.210949876
0.0,developed,82.0,63,0,7.38,335.5180568,86,1,67.1,0,73,8.33,73,0.1,2675.58259,0.7,0.815,14.4,1.83e-15,0.210949876
0.0,developed,82.0,63,0,7.38,335.5180568,86,1,67.1,0,73,8.33,73,0.1,2675.58259,0.7,0.815,14.4,1.83e-15,0.210949876
10.45,developed,80.0,64,0,7.14,2655.573684,86,1,66.6,0,72,8.15,72,0.1,21928.767,0.7,0.813,14.6,1.83e-15,0.278354449
9.08,developed,80.0,64,0,7.14,2655.573684,86,1,66.6,0,72,8.15,72,0.1,21928.767,0.7,0.813,14.6,1.83e-15,0.278354449
8.87,developed,80.0,64,0,7.14,2655.573684,86,1,66.6,0,72,8.15,72,0.1,21928.767,0.7,0.813,14.6,1.83e-15,0.278354449
3.65,developed,80.0,64,0,7.14,2655.573684,86,1,66.6,0,72,8.15,72,0.1,21928.767,0.7,0.813,14.6,1.83e-15,0.278354449
3.41,developed,80.0,64,0,7.14,2655.573684,86,1,66.6,0,72,8.15,72,0.1,21928.767,0.7,0.813,14.6,1.83e-15,0.278354449
3.22,developed,80.0,64,0,7.14,2655.573684,86,1,66.6,0,72,8.15,72,0.1,21928.767,0.7,0.813,14.6,1.83e-15,0.278354449
0.0,developed,80.0,64,0,7.14,2655.573684,86,1,66.6,0,72,8.15,72,0.1,21928.767,0.7,0.813,14.6,1.83e-15,0.278354449
0.0,developed,80.0,64,0,7.14,2655.573684,86,1,66.6,0,72,8.15,72,0.1,21928.767,0.7,0.813,14.6,1.83e-15,0.278354449
0.0,developed,80.0,64,0,7.14,2655.573684,86,1,66.6,0,72,8.15,72,0.1,21928.767,0.7,0.813,14.6,1.83e-15,0.278354449
0.0,developed,80.0,64,0,7.14,2655.573684,86,1,66.6,0,72,8.15,72,0.1,21928.767,0.7,0.813,14.6,1.83e-15,0.278354449
0.0,developed,80.0,64,0,7.14,2655.573684,86,1,66.6,0,72,8.15,72,0.1,21928.767,0.7,0.813,14.6,1.83e-15,0.278354449
0.0,developed,80.0,64,0,7.14,2655.573684,86,1,66.6,0,72,8.15,72,0.1,21928.767,0.7,0.813,14.6,1.83e-15,0.278354449
21.32,developed,79.6,65,0,7.45,2578.888314,82,2,66.1,0,76,8.36,74,0.1,19375.5696,0.7,0.808,14.4,1.83e-15,0.140976531
16.49,developed,79.6,65,0,7.45,2578.888314,82,2,66.1,0,76,8.36,74,0.1,19375.5696,0.7,0.808,14.4,1.83e-15,0.140976531
11.69,developed,79.6,65,0,7.45,2578.888314,82,2,66.1,0,76,8.36,74,0.1,19375.5696,0.7,0.808,14.4,1.83e-15,0.140976531
10.8,developed,79.6,65,0,7.45,2578.888314,82,2,66.1,0,76,8.36,74,0.1,19375.5696,0.7,0.808,14.4,1.83e-15,0.140976531
6.82,developed,79.6,65,0,7.45,2578.888314,82,2,66.1,0,76,8.36,74,0.1,19375.5696,0.7,0.808,14.4,1.83e-15,0.140976531
6.72,developed,79.6,65,0,7.45,2578.888314,82,2,66.1,0,76,8.36,74,0.1,19375.5696,0.7,0.808,14.4,1.83e-15,0.140976531
0.0,developed,79.6,65,0,7.45,2578.888314,82,2,66.1,0,76,8.36,74,0.1,19375.5696,0.7,0.808,14.4,1.83e-15,0.140976531
0.0,developed,79.6,65,0,7.45,2578.888314,82,2,66.1,0,76,8.36,74,0.1,19375.5696,0.7,0.808,14.4,1.83e-15,0.140976531
0.0,developed,79.6,65,0,7.45,2578.888314,82,2,66.1,0,76,8.36,74,0.1,19375.5696,0.7,0.808,14.4,1.83e-15,0.140976531
0.0,developed,79.6,65,0,7.45,2578.888314,82,2,66.1,0,76,8.36,74,0.1,19375.5696,0.7,0.808,14.4,1.83e-15,0.140976531
0.0,developed,79.6,65,0,7.45,2578.888314,82,2,66.1,0,76,8.36,74,0.1,19375.5696,0.7,0.808,14.4,1.83e-15,0.140976531
0.0,developed,79.6,65,0,7.45,2578.888314,82,2,66.1,0,76,8.36,74,0.1,19375.5696,0.7,0.808,14.4,1.83e-15,0.140976531
33.28,developed,79.3,66,0,8.84,2380.699796,86,1,65.6,0,83,8.93,85,0.1,16671.5672,0.7,0.809,14.8,1.83e-15,-0.00436458
14.22,developed,79.3,66,0,8.84,2380.699796,86,1,65.6,0,83,8.93,85,0.1,16671.5672,0.7,0.809,14.8,1.83e-15,-0.00436458
10.12,developed,79.3,66,0,8.84,2380.699796,86,1,65.6,0,83,8.93,85,0.1,16671.5672,0.7,0.809,14.8,1.83e-15,-0.00436458
10.09,developed,79.3,66,0,8.84,2380.699796,86,1,65.6,0,83,8.93,85,0.1,16671.5672,0.7,0.809,14.8,1.83e-15,-0.00436458
9.65,developed,79.3,66,0,8.84,2380.699796,86,1,65.6,0,83,8.93,85,0.1,16671.5672,0.7,0.809,14.8,1.83e-15,-0.00436458
5.45,developed,79.3,66,0,8.84,2380.699796,86,1,65.6,0,83,8.93,85,0.1,16671.5672,0.7,0.809,14.8,1.83e-15,-0.00436458
4.4,developed,79.3,66,0,8.84,2380.699796,86,1,65.6,0,83,8.93,85,0.1,16671.5672,0.7,0.809,14.8,1.83e-15,-0.00436458
0.0,developed,79.3,66,0,8.84,2380.699796,86,1,65.6,0,83,8.93,85,0.1,16671.5672,0.7,0.809,14.8,1.83e-15,-0.00436458
0.0,developed,79.3,66,0,8.84,2380.699796,86,1,65.6,0,83,8.93,85,0.1,16671.5672,0.7,0.809,14.8,1.83e-15,-0.00436458
0.0,developed,79.3,66,0,8.84,2380.699796,86,1,65.6,0,83,8.93,85,0.1,16671.5672,0.7,0.809,14.8,1.83e-15,-0.00436458
0.0,developed,79.3,66,0,8.84,2380.699796,86,1,65.6,0,83,8.93,85,0.1,16671.5672,0.7,0.809,14.8,1.83e-15,-0.00436458
0.0,developed,79.3,66,0,8.84,2380.699796,86,1,65.6,0,83,8.93,85,0.1,16671.5672,0.7,0.809,14.8,1.83e-15,-0.00436458
34.39,developed,79.0,67,0,6.41,2247.035692,85,6,65.0,0,94,8.83,92,0.1,15835.34667,0.7,0.805,14.8,0.137380772,-0.048341954
14.19,developed,79.0,67,0,6.41,2247.035692,85,6,65.0,0,94,8.83,92,0.1,15835.34667,0.7,0.805,14.8,0.137380772,-0.048341954
10.1,developed,79.0,67,0,6.41,2247.035692,85,6,65.0,0,94,8.83,92,0.1,15835.34667,0.7,0.805,14.8,0.137380772,-0.048341954
3.61,developed,79.0,67,0,6.41,2247.035692,85,6,65.0,0,94,8.83,92,0.1,15835.34667,0.7,0.805,14.8,0.137380772,-0.048341954
3.38,developed,79.0,67,0,6.41,2247.035692,85,6,65.0,0,94,8.83,92,0.1,15835.34667,0.7,0.805,14.8,0.137380772,-0.048341954
2.27,developed,79.0,67,0,6.41,2247.035692,85,6,65.0,0,94,8.83,92,0.1,15835.34667,0.7,0.805,14.8,0.137380772,-0.048341954
0.0,developed,79.0,67,0,6.41,2247.035692,85,6,65.0,0,94,8.83,92,0.1,15835.34667,0.7,0.805,14.8,0.137380772,-0.048341954
0.0,developed,79.0,67,0,6.41,2247.035692,85,6,65.0,0,94,8.83,92,0.1,15835.34667,0.7,0.805,14.8,0.137380772,-0.048341954
0.0,developed,79.0,67,0,6.41,2247.035692,85,6,65.0,0,94,8.83,92,0.1,15835.34667,0.7,0.805,14.8,0.137380772,-0.048341954
0.0,developed,79.0,67,0,6.41,2247.035692,85,6,65.0,0,94,8.83,92,0.1,15835.34667,0.7,0.805,14.8,0.137380772,-0.048341954
0.0,developed,79.0,67,0,6.41,2247.035692,85,6,65.0,0,94,8.83,92,0.1,15835.34667,0.7,0.805,14.8,0.137380772,-0.048341954
0.0,developed,79.0,67,0,6.41,2247.035692,85,6,65.0,0,94,8.83,92,0.1,15835.34667,0.7,0.805,14.8,0.137380772,-0.048341954
23.76,developed,78.7,69,0,6.53,203.3157499,85,4,64.5,0,89,8.46,89,0.1,1519.5497,0.7,0.797,14.2,1.83e-15,-0.085948774
15.26,developed,78.7,69,0,6.53,203.3157499,85,4,64.5,0,89,8.46,89,0.1,1519.5497,0.7,0.797,14.2,1.83e-15,-0.085948774
10.67,developed,78.7,69,0,6.53,203.3157499,85,4,64.5,0,89,8.46,89,0.1,1519.5497,0.7,0.797,14.2,1.83e-15,-0.085948774
10.59,developed,78.7,69,0,6.53,203.3157499,85,4,64.5,0,89,8.46,89,0.1,1519.5497,0.7,0.797,14.2,1.83e-15,-0.085948774
7.16,developed,78.7,69,0,6.53,203.3157499,85,4,64.5,0,89,8.46,89,0.1,1519.5497,0.7,0.797,14.2,1.83e-15,-0.085948774
7.03,developed,78.7,69,0,6.53,203.3157499,85,4,64.5,0,89,8.46,89,0.1,1519.5497,0.7,0.797,14.2,1.83e-15,-0.085948774
6.64,developed,78.7,69,0,6.53,203.3157499,85,4,64.5,0,89,8.46,89,0.1,1519.5497,0.7,0.797,14.2,1.83e-15,-0.085948774
4.71,developed,78.7,69,0,6.53,203.3157499,85,4,64.5,0,89,8.46,89,0.1,1519.5497,0.7,0.797,14.2,1.83e-15,-0.085948774
0.0,developed,78.7,69,0,6.53,203.3157499,85,4,64.5,0,89,8.46,89,0.1,1519.5497,0.7,0.797,14.2,1.83e-15,-0.085948774
0.0,developed,78.7,69,0,6.53,203.3157499,85,4,64.5,0,89,8.46,89,0.1,1519.5497,0.7,0.797,14.2,1.83e-15,-0.085948774
0.0,developed,78.7,69,0,6.53,203.3157499,85,4,64.5,0,89,8.46,89,0.1,1519.5497,0.7,0.797,14.2,1.83e-15,-0.085948774
0.0,developed,78.7,69,0,6.53,203.3157499,85,4,64.5,0,89,8.46,89,0.1,1519.5497,0.7,0.797,14.2,1.83e-15,-0.085948774
24.26,developed,78.5,71,0,6.7,1678.392773,89,4,63.9,0,94,8.6,94,0.1,13689.98999,0.7,0.79,13.8,1.83e-15,-0.161573417
21.23,developed,78.5,71,0,6.7,1678.392773,89,4,63.9,0,94,8.6,94,0.1,13689.98999,0.7,0.79,13.8,1.83e-15,-0.161573417
11.19,developed,78.5,71,0,6.7,1678.392773,89,4,63.9,0,94,8.6,94,0.1,13689.98999,0.7,0.79,13.8,1.83e-15,-0.161573417
7.0,developed,78.5,71,0,6.7,1678.392773,89,4,63.9,0,94,8.6,94,0.1,13689.98999,0.7,0.79,13.8,1.83e-15,-0.161573417
3.74,developed,78.5,71,0,6.7,1678.392773,89,4,63.9,0,94,8.6,94,0.1,13689.98999,0.7,0.79,13.8,1.83e-15,-0.161573417
3.31,developed,78.5,71,0,6.7,1678.392773,89,4,63.9,0,94,8.6,94,0.1,13689.98999,0.7,0.79,13.8,1.83e-15,-0.161573417
2.44,developed,78.5,71,0,6.7,1678.392773,89,4,63.9,0,94,8.6,94,0.1,13689.98999,0.7,0.79,13.8,1.83e-15,-0.161573417
1.77,developed,78.5,71,0,6.7,1678.392773,89,4,63.9,0,94,8.6,94,0.1,13689.98999,0.7,0.79,13.8,1.83e-15,-0.161573417
0.0,developed,78.5,71,0,6.7,1678.392773,89,4,63.9,0,94,8.6,94,0.1,13689.98999,0.7,0.79,13.8,1.83e-15,-0.161573417
0.0,developed,78.5,71,0,6.7,1678.392773,89,4,63.9,0,94,8.6,94,0.1,13689.98999,0.7,0.79,13.8,1.83e-15,-0.161573417
0.0,developed,78.5,71,0,6.7,1678.392773,89,4,63.9,0,94,8.6,94,0.1,13689.98999,0.7,0.79,13.8,1.83e-15,-0.161573417
0.0,developed,78.5,71,0,6.7,1678.392773,89,4,63.9,0,94,8.6,94,0.1,13689.98999,0.7,0.79,13.8,1.83e-15,-0.161573417
10.96,developed,78.2,75,0,5.73,1552.740429,92,7,63.4,0,95,7.86,95,0.1,11843.9392,0.7,0.786,13.8,1.83e-15,-0.260214256
8.82,developed,78.2,75,0,5.73,1552.740429,92,7,63.4,0,95,7.86,95,0.1,11843.9392,0.7,0.786,13.8,1.83e-15,-0.260214256
8.66,developed,78.2,75,0,5.73,1552.740429,92,7,63.4,0,95,7.86,95,0.1,11843.9392,0.7,0.786,13.8,1.83e-15,-0.260214256
8.03,developed,78.2,75,0,5.73,1552.740429,92,7,63.4,0,95,7.86,95,0.1,11843.9392,0.7,0.786,13.8,1.83e-15,-0.260214256
7.67,developed,78.2,75,0,5.73,1552.740429,92,7,63.4,0,95,7.86,95,0.1,11843.9392,0.7,0.786,13.8,1.83e-15,-0.260214256
7.64,developed,78.2,75,0,5.73,1552.740429,92,7,63.4,0,95,7.86,95,0.1,11843.9392,0.7,0.786,13.8,1.83e-15,-0.260214256
3.5,developed,78.2,75,0,5.73,1552.740429,92,7,63.4,0,95,7.86,95,0.1,11843.9392,0.7,0.786,13.8,1.83e-15,-0.260214256
0.0,developed,78.2,75,0,5.73,1552.740429,92,7,63.4,0,95,7.86,95,0.1,11843.9392,0.7,0.786,13.8,1.83e-15,-0.260214256
0.0,developed,78.2,75,0,5.73,1552.740429,92,7,63.4,0,95,7.86,95,0.1,11843.9392,0.7,0.786,13.8,1.83e-15,-0.260214256
0.0,developed,78.2,75,0,5.73,1552.740429,92,7,63.4,0,95,7.86,95,0.1,11843.9392,0.7,0.786,13.8,1.83e-15,-0.260214256
0.0,developed,78.2,75,0,5.73,1552.740429,92,7,63.4,0,95,7.86,95,0.1,11843.9392,0.7,0.786,13.8,1.83e-15,-0.260214256
0.0,developed,78.2,75,0,5.73,1552.740429,92,7,63.4,0,95,7.86,95,0.1,11843.9392,0.7,0.786,13.8,1.83e-15,-0.260214256
21.65,developed,77.8,79,0,5.62,130.0150391,92,2,62.8,0,95,7.11,95,0.1,1121.78636,0.7,0.783,13.7,1.83e-15,-0.303009995
15.48,developed,77.8,79,0,5.62,130.0150391,92,2,62.8,0,95,7.11,95,0.1,1121.78636,0.7,0.783,13.7,1.83e-15,-0.303009995
13.19,developed,77.8,79,0,5.62,130.0150391,92,2,62.8,0,95,7.11,95,0.1,1121.78636,0.7,0.783,13.7,1.83e-15,-0.303009995
11.34,developed,77.8,79,0,5.62,130.0150391,92,2,62.8,0,95,7.11,95,0.1,1121.78636,0.7,0.783,13.7,1.83e-15,-0.303009995
8.33,developed,77.8,79,0,5.62,130.0150391,92,2,62.8,0,95,7.11,95,0.1,1121.78636,0.7,0.783,13.7,1.83e-15,-0.303009995
5.2,developed,77.8,79,0,5.62,130.0150391,92,2,62.8,0,95,7.11,95,0.1,1121.78636,0.7,0.783,13.7,1.83e-15,-0.303009995
3.95,developed,77.8,79,0,5.62,130.0150391,92,2,62.8,0,95,7.11,95,0.1,1121.78636,0.7,0.783,13.7,1.83e-15,-0.303009995
3.5,developed,77.8,79,0,5.62,130.0150391,92,2,62.8,0,95,7.11,95,0.1,1121.78636,0.7,0.783,13.7,1.83e-15,-0.303009995
2.65,developed,77.8,79,0,5.62,130.0150391,92,2,62.8,0,95,7.11,95,0.1,1121.78636,0.7,0.783,13.7,1.83e-15,-0.303009995
0.0,developed,77.8,79,0,5.62,130.0150391,92,2,62.8,0,95,7.11,95,0.1,1121.78636,0.7,0.783,13.7,1.83e-15,-0.303009995
0.0,developed,77.8,79,0,5.62,130.0150391,92,2,62.8,0,95,7.11,95,0.1,1121.78636,0.7,0.783,13.7,1.83e-15,-0.303009995
0.0,developed,77.8,79,0,5.62,130.0150391,92,2,62.8,0,95,7.11,95,0.1,1121.78636,0.7,0.783,13.7,1.83e-15,-0.303009995
26.7,developed,77.5,8,0,5.59,134.3547253,92,2,62.3,0,94,6.83,94,0.1,1139.5651,0.7,0.779,13.8,-0.456043485,-0.293659665
17.28,developed,77.5,8,0,5.59,134.3547253,92,2,62.3,0,94,6.83,94,0.1,1139.5651,0.7,0.779,13.8,-0.456043485,-0.293659665
8.28,developed,77.5,8,0,5.59,134.3547253,92,2,62.3,0,94,6.83,94,0.1,1139.5651,0.7,0.779,13.8,-0.456043485,-0.293659665
7.9,developed,77.5,8,0,5.59,134.3547253,92,2,62.3,0,94,6.83,94,0.1,1139.5651,0.7,0.779,13.8,-0.456043485,-0.293659665
6.55,developed,77.5,8,0,5.59,134.3547253,92,2,62.3,0,94,6.83,94,0.1,1139.5651,0.7,0.779,13.8,-0.456043485,-0.293659665
5.24,developed,77.5,8,0,5.59,134.3547253,92,2,62.3,0,94,6.83,94,0.1,1139.5651,0.7,0.779,13.8,-0.456043485,-0.293659665
3.32,developed,77.5,8,0,5.59,134.3547253,92,2,62.3,0,94,6.83,94,0.1,1139.5651,0.7,0.779,13.8,-0.456043485,-0.293659665
2.78,developed,77.5,8,0,5.59,134.3547253,92,2,62.3,0,94,6.83,94,0.1,1139.5651,0.7,0.779,13.8,-0.456043485,-0.293659665
0.0,developed,77.5,8,0,5.59,134.3547253,92,2,62.3,0,94,6.83,94,0.1,1139.5651,0.7,0.779,13.8,-0.456043485,-0.293659665
0.0,developed,77.5,8,0,5.59,134.3547253,92,2,62.3,0,94,6.83,94,0.1,1139.5651,0.7,0.779,13.8,-0.456043485,-0.293659665
0.0,developed,77.5,8,0,5.59,134.3547253,92,2,62.3,0,94,6.83,94,0.1,1139.5651,0.7,0.779,13.8,-0.456043485,-0.293659665
0.0,developed,77.5,8,0,5.59,134.3547253,92,2,62.3,0,94,6.83,94,0.1,1139.5651,0.7,0.779,13.8,-0.456043485,-0.293659665
20.53,developing,74.6,146,0,3.755,0.0,97,0,33.3,0,98,5.755,97,0.1,9252.11724,6.8,0.779,15.2,1.83e-15,-0.383463929
18.11,developing,74.6,146,0,3.755,0.0,97,0,33.3,0,98,5.755,97,0.1,9252.11724,6.8,0.779,15.2,1.83e-15,-0.383463929
14.51,developing,74.6,146,0,3.755,0.0,97,0,33.3,0,98,5.755,97,0.1,9252.11724,6.8,0.779,15.2,1.83e-15,-0.383463929
12.89,developing,74.6,146,0,3.755,0.0,97,0,33.3,0,98,5.755,97,0.1,9252.11724,6.8,0.779,15.2,1.83e-15,-0.383463929
11.55,developing,74.6,146,0,3.755,0.0,97,0,33.3,0,98,5.755,97,0.1,9252.11724,6.8,0.779,15.2,1.83e-15,-0.383463929
8.68,developing,74.6,146,0,3.755,0.0,97,0,33.3,0,98,5.755,97,0.1,9252.11724,6.8,0.779,15.2,1.83e-15,-0.383463929
7.44,developing,74.6,146,0,3.755,0.0,97,0,33.3,0,98,5.755,97,0.1,9252.11724,6.8,0.779,15.2,1.83e-15,-0.383463929
3.44,developing,74.6,146,0,3.755,0.0,97,0,33.3,0,98,5.755,97,0.1,9252.11724,6.8,0.779,15.2,1.83e-15,-0.383463929
2.82,developing,74.6,146,0,3.755,0.0,97,0,33.3,0,98,5.755,97,0.1,9252.11724,6.8,0.779,15.2,1.83e-15,-0.383463929
0.0,developing,74.6,146,0,3.755,0.0,97,0,33.3,0,98,5.755,97,0.1,9252.11724,6.8,0.779,15.2,1.83e-15,-0.383463929
0.0,developing,74.6,146,0,3.755,0.0,97,0,33.3,0,98,5.755,97,0.1,9252.11724,6.8,0.779,15.2,1.83e-15,-0.383463929
0.0,developing,74.6,146,0,3.755,0.0,97,0,33.3,0,98,5.755,97,0.1,9252.11724,6.8,0.779,15.2,1.83e-15,-0.383463929
26.67,developing,74.2,148,0,0.01,115.2784282,97,0,32.8,0,98,4.81,97,0.1,1153.93822,6.9,0.769,14.7,-0.274719406,-0.332345369
24.91,developing,74.2,148,0,0.01,115.2784282,97,0,32.8,0,98,4.81,97,0.1,1153.93822,6.9,0.769,14.7,-0.274719406,-0.332345369
22.88,developing,74.2,148,0,0.01,115.2784282,97,0,32.8,0,98,4.81,97,0.1,1153.93822,6.9,0.769,14.7,-0.274719406,-0.332345369
7.97,developing,74.2,148,0,0.01,115.2784282,97,0,32.8,0,98,4.81,97,0.1,1153.93822,6.9,0.769,14.7,-0.274719406,-0.332345369
7.92,developing,74.2,148,0,0.01,115.2784282,97,0,32.8,0,98,4.81,97,0.1,1153.93822,6.9,0.769,14.7,-0.274719406,-0.332345369
6.67,developing,74.2,148,0,0.01,115.2784282,97,0,32.8,0,98,4.81,97,0.1,1153.93822,6.9,0.769,14.7,-0.274719406,-0.332345369
6.01,developing,74.2,148,0,0.01,115.2784282,97,0,32.8,0,98,4.81,97,0.1,1153.93822,6.9,0.769,14.7,-0.274719406,-0.332345369
3.97,developing,74.2,148,0,0.01,115.2784282,97,0,32.8,0,98,4.81,97,0.1,1153.93822,6.9,0.769,14.7,-0.274719406,-0.332345369
3.49,developing,74.2,148,0,0.01,115.2784282,97,0,32.8,0,98,4.81,97,0.1,1153.93822,6.9,0.769,14.7,-0.274719406,-0.332345369
3.18,developing,74.2,148,0,0.01,115.2784282,97,0,32.8,0,98,4.81,97,0.1,1153.93822,6.9,0.769,14.7,-0.274719406,-0.332345369
1.78,developing,74.2,148,0,0.01,115.2784282,97,0,32.8,0,98,4.81,97,0.1,1153.93822,6.9,0.769,14.7,-0.274719406,-0.332345369
0.0,developing,74.2,148,0,0.01,115.2784282,97,0,32.8,0,98,4.81,97,0.1,1153.93822,6.9,0.769,14.7,-0.274719406,-0.332345369
20.78,developing,74.1,147,0,0.01,917.467628,98,0,32.3,0,98,4.82,98,0.1,9637.265,7.0,0.765,14.7,-0.30768742,-0.360499109
18.52,developing,74.1,147,0,0.01,917.467628,98,0,32.3,0,98,4.82,98,0.1,9637.265,7.0,0.765,14.7,-0.30768742,-0.360499109
17.66,developing,74.1,147,0,0.01,917.467628,98,0,32.3,0,98,4.82,98,0.1,9637.265,7.0,0.765,14.7,-0.30768742,-0.360499109
13.67,developing,74.1,147,0,0.01,917.467628,98,0,32.3,0,98,4.82,98,0.1,9637.265,7.0,0.765,14.7,-0.30768742,-0.360499109
12.54,developing,74.1,147,0,0.01,917.467628,98,0,32.3,0,98,4.82,98,0.1,9637.265,7.0,0.765,14.7,-0.30768742,-0.360499109
8.48,developing,74.1,147,0,0.01,917.467628,98,0,32.3,0,98,4.82,98,0.1,9637.265,7.0,0.765,14.7,-0.30768742,-0.360499109
2.28,developing,74.1,147,0,0.01,917.467628,98,0,32.3,0,98,4.82,98,0.1,9637.265,7.0,0.765,14.7,-0.30768742,-0.360499109
1.7,developing,74.1,147,0,0.01,917.467628,98,0,32.3,0,98,4.82,98,0.1,9637.265,7.0,0.765,14.7,-0.30768742,-0.360499109
1.11,developing,74.1,147,0,0.01,917.467628,98,0,32.3,0,98,4.82,98,0.1,9637.265,7.0,0.765,14.7,-0.30768742,-0.360499109
0.93,developing,74.1,147,0,0.01,917.467628,98,0,32.3,0,98,4.82,98,0.1,9637.265,7.0,0.765,14.7,-0.30768742,-0.360499109
0.0,developing,74.1,147,0,0.01,917.467628,98,0,32.3,0,98,4.82,98,0.1,9637.265,7.0,0.765,14.7,-0.30768742,-0.360499109
0.0,developing,74.1,147,0,0.01,917.467628,98,0,32.3,0,98,4.82,98,0.1,9637.265,7.0,0.765,14.7,-0.30768742,-0.360499109
26.09,developing,73.9,154,0,0.01,915.1859205,98,0,31.8,0,98,4.76,98,0.1,9291.227619,7.0,0.756,14.3,-0.357139442,-0.395845409
20.21,developing,73.9,154,0,0.01,915.1859205,98,0,31.8,0,98,4.76,98,0.1,9291.227619,7.0,0.756,14.3,-0.357139442,-0.395845409
15.54,developing,73.9,154,0,0.01,915.1859205,98,0,31.8,0,98,4.76,98,0.1,9291.227619,7.0,0.756,14.3,-0.357139442,-0.395845409
15.14,developing,73.9,154,0,0.01,915.1859205,98,0,31.8,0,98,4.76,98,0.1,9291.227619,7.0,0.756,14.3,-0.357139442,-0.395845409
10.03,developing,73.9,154,0,0.01,915.1859205,98,0,31.8,0,98,4.76,98,0.1,9291.227619,7.0,0.756,14.3,-0.357139442,-0.395845409
8.84,developing,73.9,154,0,0.01,915.1859205,98,0,31.8,0,98,4.76,98,0.1,9291.227619,7.0,0.756,14.3,-0.357139442,-0.395845409
6.04,developing,73.9,154,0,0.01,915.1859205,98,0,31.8,0,98,4.76,98,0.1,9291.227619,7.0,0.756,14.3,-0.357139442,-0.395845409
4.39,developing,73.9,154,0,0.01,915.1859205,98,0,31.8,0,98,4.76,98,0.1,9291.227619,7.0,0.756,14.3,-0.357139442,-0.395845409
2.68,developing,73.9,154,0,0.01,915.1859205,98,0,31.8,0,98,4.76,98,0.1,9291.227619,7.0,0.756,14.3,-0.357139442,-0.395845409
2.25,developing,73.9,154,0,0.01,915.1859205,98,0,31.8,0,98,4.76,98,0.1,9291.227619,7.0,0.756,14.3,-0.357139442,-0.395845409
1.96,developing,73.9,154,0,0.01,915.1859205,98,0,31.8,0,98,4.76,98,0.1,9291.227619,7.0,0.756,14.3,-0.357139442,-0.395845409
